   1.0000000e+02	   2.1801158e-18	
   1.0549764e+02	   2.0663790e-18	
   1.1129751e+02	   1.9585621e-18	
   1.1741624e+02	   1.8563564e-18	
   1.2387136e+02	   1.7594689e-18	
   1.3068136e+02	   1.6676221e-18	
   1.3786574e+02	   1.5805530e-18	
   1.4544510e+02	   1.4980120e-18	
   1.5344114e+02	   1.4197628e-18	
   1.6187678e+02	   1.3455810e-18	
   1.7077617e+02	   1.2752543e-18	
   1.8016482e+02	   1.2085812e-18	
   1.9006963e+02	   1.1453706e-18	
   2.0051896e+02	   1.0854414e-18	
   2.1154277e+02	   1.0286221e-18	
   2.2317262e+02	   9.7474986e-19	
   2.3544184e+02	   9.2367033e-19	
   2.4838557e+02	   8.7523723e-19	
   2.6204090e+02	   8.2931184e-19	
   2.7644696e+02	   7.8576263e-19	
   2.9164501e+02	   7.4446488e-19	
   3.0767859e+02	   7.0530034e-19	
   3.2459363e+02	   6.6815688e-19	
   3.4243861e+02	   6.3292815e-19	
   3.6126464e+02	   5.9951334e-19	
   3.8112565e+02	   5.6781681e-19	
   4.0207855e+02	   5.3774788e-19	
   4.2418337e+02	   5.0922057e-19	
   4.4750342e+02	   4.8215331e-19	
   4.7210553e+02	   4.5646876e-19	
   4.9806018e+02	   4.3209358e-19	
   5.2544171e+02	   4.0895821e-19	
   5.5432858e+02	   3.8699668e-19	
   5.8480355e+02	   3.6614647e-19	
   6.1695392e+02	   3.4634826e-19	
   6.5087180e+02	   3.2754585e-19	
   6.8665436e+02	   3.0968596e-19	
   7.2440411e+02	   2.9271811e-19	
   7.6422921e+02	   2.7659446e-19	
   8.0624375e+02	   2.6126975e-19	
   8.5056810e+02	   2.4670113e-19	
   8.9732923e+02	   2.3284807e-19	
   9.4666113e+02	   2.1967229e-19	
   9.9870511e+02	   2.0713764e-19	
   1.0536103e+03	   1.9521006e-19	
   1.1115339e+03	   1.8385746e-19	
   1.1726420e+03	   1.7304971e-19	
   1.2371096e+03	   1.6275856e-19	
   1.3051214e+03	   1.5295758e-19	
   1.3768722e+03	   1.4362213e-19	
   1.4525676e+03	   1.3472932e-19	
   1.5324245e+03	   1.2625798e-19	
   1.6166716e+03	   1.1818861e-19	
   1.7055503e+03	   1.1050334e-19	
   1.7993153e+03	   1.0318592e-19	
   1.8982351e+03	   9.6221637e-20	
   2.0025931e+03	   8.9597306e-20	
   2.1126884e+03	   8.3301184e-20	
   2.2288363e+03	   7.7322915e-20	
   2.3513696e+03	   7.1653442e-20	
   2.4806394e+03	   6.6284921e-20	
   2.6170159e+03	   6.1210612e-20	
   2.7608899e+03	   5.6424763e-20	
   2.9126736e+03	   5.1922491e-20	
   3.0728018e+03	   4.7699653e-20	
   3.2417332e+03	   4.3752717e-20	
   3.4199519e+03	   4.0078645e-20	
   3.6079684e+03	   3.6674775e-20	
   3.8063214e+03	   3.3538718e-20	
   4.0155790e+03	   3.0668257e-20	
   4.2363410e+03	   2.8061238e-20	
   4.4692395e+03	   2.5715433e-20	
   4.7149421e+03	   2.3628350e-20	
   4.9741524e+03	   2.1796944e-20	
   5.2476132e+03	   2.0217222e-20	
   5.5361079e+03	   1.8883727e-20	
   5.8404629e+03	   1.7788968e-20	
   6.1615503e+03	   1.6922917e-20	
   6.5002899e+03	   1.6272736e-20	
   6.8576521e+03	   1.5822905e-20	
   7.2346609e+03	   1.5555806e-20	
   7.6323962e+03	   1.5452701e-20	
   8.0519975e+03	   1.5494869e-20	
   8.4946670e+03	   1.5664683e-20	
   8.9616729e+03	   1.5946425e-20	
   9.4543530e+03	   1.6326756e-20	
   9.9741189e+03	   1.6794870e-20	
   1.0522460e+04	   1.7342411e-20	
   1.1100946e+04	   1.7963240e-20	
   1.1711236e+04	   1.8653130e-20	
   1.2355077e+04	   1.9409460e-20	
   1.3034314e+04	   2.0230924e-20	
   1.3750893e+04	   2.1117283e-20	
   1.4506867e+04	   2.2069157e-20	
   1.5304402e+04	   2.3087868e-20	
   1.6145782e+04	   2.4175310e-20	
   1.7033418e+04	   2.5333857e-20	
   1.7969854e+04	   2.6566294e-20	
   1.8957771e+04	   2.7875771e-20	
   2.0000000e+04	   2.9265764e-20	
